ATC_code,Libellé français
S01CA08,méthylprednisolone et anti-infectieux
S01CA09,chloroprednisone et anti-infectieux
S01CA10,acétonide de fluocinolone et anti-infectieux
S01CA11,clobétasone et anti-infectieux
S01CA12,lotéprednol et anti-infectieux
S01CB,"corticoïdes, anti-infectieux et mydriatiques en association"
S01CB01,dexaméthasone
S01CB02,prednisolone
S01CB03,hydrocortisone
S01CB04,bétaméthasone
S01CB05,fluorométholone
S01CC,anti-inflammatoires non stéroïdiens et anti-infectieux en association
S01CC01,diclofénac et anti-infectieux
S01CC02,indométacine et anti-infectieux
S01E,antiglaucomateux et myotiques
S01EA,sympathomimétiques antiglaucomateux
S01EA01,épinéphrine
S01EA02,dipivéfrine
S01EA03,apraclonidine
S01EA04,clonidine
S01EA05,brimonidine
S01EA51,épinéphrine en association
S01EB,parasympathomimétiques
S01EB01,pilocarpine
S01EB02,carbachol
S01EB03,écothiopate
S01EB04,démécarium
S01EB05,physostigmine
S01EB06,néostigmine
S01EB07,fluostigmine
S01EB08,acéclidine
S01EB09,acétylcholine
S01EB10,paraoxon
S01EB51,pilocarpine en association
S01EB58,acéclidine en association
S01EC,inhibiteurs de l'anhydrase carbonique
S01EC01,acétazolamide
S01EC02,diclofénamide
S01EC03,dorzolamide
S01EC04,brinzolamide
S01EC05,méthazolamide
S01EC54,brinzolamide en association
S01ED,bêtabloquants
S01ED01,timolol
S01ED02,bétaxolol
S01ED03,lévobunolol
S01ED04,métipranolol
S01ED05,cartéolol
S01ED06,béfunolol
S01ED51,timolol en association
S01ED52,bétaxolol en association
S01ED54,métipranolol en association
S01ED55,cartéolol en association
S01EE,analogues de la prostaglandine
S01EE01,latanoprost
S01EE02,unoprostone
S01EE03,bimatoprost
S01EE04,travoprost
S01EE05,tafluprost
S01EE06,latanoprostène bunod
S01EE51,latanoprost et nétarsudil
S01EX,autres antiglaucomateux
S01EX01,guanéthidine
S01EX02,dapiprazole
S01EX05,nétarsudil
S01EX06,omidénépag
S01EX07,ripasudil
S01F,mydriatiques et cycloplégiques
S01FA,anticholinergiques
S01FA01,atropine
S01FA02,scopolamine
S01FA03,méthylscopolamine
S01FA04,cyclopentolate
S01FA05,homatropine
S01FA06,tropicamide
S01FA54,cyclopentolate en association
S01FA56,tropicamide en association
S01FB,sympathomimétiques sauf antiglaucomateux
S01FB01,phényléphrine
S01FB02,éphédrine
S01FB03,ibopamine
S01FB51,phényléphrine et kétorolac
S01G,décongestionnants et anti-allergiques
S01GA,sympathomimétiques utilisés comme décongestionnants
S01GA01,naphazoline
S01GA02,tétryzoline
S01GA03,xylométazoline
S01GA04,oxymétazoline
S01GA05,phényléphrine
S01GA06,oxédrine
S01GA07,brimonidine
S01GA51,naphazoline en association
S01GA52,tétryzoline en association
S01GA53,xylométazoline en association
S01GA55,phényléphrine en association
S01GA56,oxédrine en association
S01GX,autres anti-allergiques
S01GX01,acide cromoglicique
S01GX02,lévocabastine
S01GX03,acide spaglumique
S01GX04,nédocromil
S01GX05,lodoxamide
S01GX06,émédastine
S01GX07,azélastine
S01GX08,kétotifène
S01GX09,olopatadine
S01GX10,épinastine
S01GX11,alcaftadine
S01GX12,cétirizine
S01GX13,bilastine
S01GX51,acide cromoglicique en association
S01H,anesthésiques locaux
S01HA,anesthésiques locaux
S01HA01,cocaïne
S01HA02,oxybuprocaïne
S01HA03,tétracaïne
S01HA04,proxymétacaïne
S01HA05,procaïne
S01HA06,cinchocaïne
S01HA07,lidocaïne
S01HA08,chloroprocaïne
S01HA30,associations (anesthésiques locaux)
S01J,produits de diagnostic
S01JA,colorants
S01JA01,fluorescéine
S01JA02,rose de bengale sodique
S01JA51,fluorescéine en association
S01JX,autres produits de diagnostic en ophtalmologie
S01K,adjuvants en chirurgie ophtalmique
S01KA,substances viscoélastiques
S01KA01,acide hyaluronique
S01KA02,hypromellose
S01KA51,acide hyaluronique en association
S01KX,autres adjuvants en chirurgie ophtalmique
S01KX01,chymotrypsine
S01KX02,bleu tryptan
S01L,agents contre les troubles oculo-vasculaires
S01LA,agents contre la néovascularisation
S01LA01,vertéporfine
S01LA02,anécortave
S01LA03,pégaptanib
S01LA04,ranibizumab
S01LA05,aflibercept
S01LA06,brolucizumab
S01LA07,abicipar pégol
S01LA08,bévacizumab
S01LA09,faricimab
S01X,autres médicaments ophtalmiques
S01XA,autres médicaments ophtalmiques
S01XA01,guaïazulène
S01XA02,rétinol
S01XA03,chlorure de sodium hypertonique
S01XA04,iodure de potassium
S01XA05,édétate de sodium
S01XA06,éthylmorphine
S01XA07,alun
S01XA08,acétylcystéine
S01XA09,iodohéparinate
S01XA10,inosine
S01XA11,nandrolone
S01XA12,dexpanthénol
S01XA13,altéplase
S01XA14,héparine
S01XA15,acide ascorbique
S01XA18,ciclosporine
S01XA19,cellules souches limbiques autologues
S01XA20,larmes artificielles et diverses autres préparations
S01XA21,mercaptamine
S01XA22,ocriplasmine
S01XA23,sirolimus
S01XA24,cénégermine
S01XA25,lifitégrast
S01XA26,riboflavine
S01XA27,voretigène néparvovec
S01XA28,varénicline
S01XA29,sépofarsen
S01XA31,pegcétacoplan
S02,médicaments otologiques
S02A,anti-infectieux
S02AA,anti-infectieux
S02AA01,chloramphénicol
S02AA02,nitrofural
S02AA03,acide borique
S02AA04,acétotartrate d'aluminium
S02AA05,clioquinol
S02AA06,peroxyde d'hydrogène
S02AA07,néomycine
S02AA08,tétracycline
S02AA09,chlorhexidine
S02AA10,acide acétique
S02AA11,polymyxine B
S02AA12,rifamycine
S02AA13,miconazole
S02AA14,gentamicine
S02AA15,ciprofloxacine
S02AA16,ofloxacine
S02AA17,fosfomycine
S02AA18,cefménoxime
S02AA30,anti-infectieux en association
S02B,corticoïdes
S02BA,corticoïdes
S02BA01,hydrocortisone
S02BA03,prednisolone
S02BA06,dexaméthasone
S02BA07,bétaméthasone
S02BA08,acétonide de fluocinolone
S02C,corticoïdes et anti-infectieux en association
S02CA,corticoïdes et anti-infectieux en association
S02CA01,prednisolone et anti-infectieux
S02CA02,flumétasone et anti-infectieux
S02CA03,hydrocortisone et anti-infectieux
S02CA04,triamcinolone et anti-infectieux
S02CA05,acétonide de fluocinolone et anti-infectieux
S02CA06,dexaméthasone et anti-infectieux
S02CA07,fludrocortisone et anti-infectieux
S02D,autres médicaments otologiques
S02DA,analgésiques et anesthésiques
S02DA01,lidocaïne
S02DA02,cocaïne
S02DA03,phénazone
S02DA04,cinchocaïne
S02DA30,associations (analgésiques et anesthésiques)
S02DC,autres médicaments
S03,préparations ophtalmiques et otologiques
S03A,anti-infectieux
S03AA,anti-infectieux
S03AA01,néomycine
S03AA02,tétracycline
S03AA03,polymyxine B
S03AA04,chlorhexidine
S03AA05,hexamidine
S03AA06,gentamicine
S03AA07,ciprofloxacine
S03AA08,chloramphénicol
S03AA30,anti-infectieux en association
S03B,corticoïdes
S03BA,corticoïdes
S03BA01,dexaméthasone
S03BA02,prednisolone
S03BA03,bétaméthasone
S03C,corticoïdes et anti-infectieux en association
S03CA,corticoïdes et anti-infectieux en association
S03CA01,dexaméthasone et anti-infectieux
S03CA02,prednisolone et anti-infectieux
S03CA04,hydrocortisone et anti-infectieux
S03CA05,fludrocortisone et anti-infectieux
S03CA06,bétaméthasone et anti-infectieux
S03CA07,méthylprednisolone et anti-infectieux
S03D,autres préparations ophtalmiques et otologiques
V,divers
V01,allergènes
V01A,allergènes
V01AA,extraits d'allergènes
V01AA01,plume
V01AA02,pollen d'herbe
V01AA03,acariens des poussières de maison
V01AA04,moisissures et levures
V01AA05,pollen d'arbre
V01AA07,insectes
V01AA08,aliments
V01AA09,textiles
V01AA10,fleurs
V01AA11,animaux
V01AA20,divers (extraits d'allergènes)
V03,tous autres produits thérapeutiques
V03A,tous autres produits thérapeutiques
V03AB,antidotes
V03AB01,ipécacuanha
V03AB02,nalorphine
V03AB03,édétates
V03AB04,pralidoxime
V03AB05,prednisolone et prométhazine
V03AB06,thiosulfate
V03AB08,nitrite de sodium
V03AB09,dimercaprol
V03AB13,obidoxime
V03AB14,protamine
V03AB15,naloxone
V03AB16,éthanol
V03AB17,chlorure de méthylthioninium
V03AB18,permanganate de potassium
V03AB19,physostigmine
V03AB20,sulfate de cuivre
V03AB21,iodure de potassium
V03AB22,nitrite d'amyle
V03AB23,acétylcystéine
V03AB24,antitoxine digitalique
V03AB25,flumazénil
V03AB26,méthionine
V03AB27,4-diméthylaminophénol
V03AB29,cholinestérase
V03AB31,bleu de prusse
V03AB32,glutathion
V03AB33,hydroxocobalamine
V03AB34,fomépizole
V03AB35,sugammadex
V03AB36,phentolamine
V03AB37,idarucizumab
V03AB38,andéxanet alfa
V03AB54,pralidoxime et atropine
V03AC,chélateurs du fer
V03AC01,déféroxamine
V03AC02,défériprone
V03AC03,déférasirox
V03AE,médicaments de l'hyperkaliémie et de l'hyperphosphatémie
V03AE01,sulfonate de polystyrène
V03AE02,sévélamer
V03AE03,carbonate de lanthane
V03AE04,acétate de calcium et carbonate de magnésium
V03AE05,oxyhydroxyde sucroferrique
V03AE06,colestilan
V03AE07,acétate de calcium
V03AE08,citrate ferrique
V03AE09,patiromère calcique
V03AE10,cyclosilicate de zirconium et de sodium
V03AF,médicaments détoxifiants dans un traitement cytostatique
V03AF01,mesna
V03AF02,dexrazoxane
V03AF03,folinate de calcium
V03AF04,lévofolinate de calcium
V03AF05,amifostine
V03AF06,folinate de sodium
V03AF07,rasburicase
V03AF08,palifermine
V03AF09,glucarpidase
V03AF10,lévofolinate de sodium
V03AF11,arginine et lysine
V03AF12,trilaciclib
V03AG,médicaments pour le traitement de l'hypercalcémie
V03AG01,phosphate sodique de cellulose
V03AG05,phosphate de sodium
V03AH,médicaments pour le traitement de l'hypoglycémie
V03AH01,diazoxide
V03AK,adhésifs tissulaires
V03AM,médicaments pour l'embolisation
V03AN,gaz médicaux
V03AN01,oxygène
V03AN02,dioxyde de carbone
V03AN03,hélium
V03AN04,azote
V03AN05,air médical
V03AX,autres produits thérapeutiques
V03AX02,nalfurafine
V03AX03,cobicistat
V03AX04,difélikéfaline
V03AZ,dépresseurs du système nerveux
V03AZ01,éthanol
V04,produits de diagnostic
V04B,tests urinaires
V04C,autres produits de diagnostic
V04CA,tests pour le diabète
V04CA01,tolbutamide
V04CA02,glucose
V04CB,tests pour l'absorption des graisses
V04CB01,concentrés de vitamine A
V04CC,tests de perméabilité des voies biliaires
V04CC01,sorbitol
V04CC02,sulfate de magnésium
V04CC03,sincalide
V04CC04,cérulétide
V04CD,tests pour la fonction hypophysaire
V04CD01,métyrapone
V04CD03,sermoréline
V04CD04,corticolibérine
V04CD05,somatoréline
V04CD06,macimoréline
V04CE,tests pour la fonction hépatique
V04CE01,galactose
V04CE02,sulfobromophtaléine
V04CE03,méthacétine (13C)
V04CF,diagnostic de la tuberculose
V04CF01,tuberculine
V04CG,tests pour la sécrétion gastrique
V04CG01,résines échangeuses de cations
V04CG02,bétazole
V04CG03,phosphate d'histamine
V04CG04,pentagastrine
V04CG05,chlorure de méthylthioninium
V04CG30,caféine et benzoate de sodium
V04CH,tests pour la fonction rénale et les lésions urétérales
V04CH01,inuline et autres polyfructosans
V04CH02,carmin d'indigo
V04CH03,phénolsulfonephtaléine
V04CH04,alsactide
V04CH30,acide aminohippurique
V04CJ,tests pour la fonction thyroïdienne
V04CJ01,thyrotrophine
V04CJ02,protiréline
V04CK,tests pour la fonction pancréatique
V04CK01,sécrétine
V04CK02,pancréozymine (cholécystokinine)
V04CK03,bentiromide
V04CL,tests pour les affections allergiques
V04CM,tests pour les troubles de la fertilité
V04CM01,gonadoréline
V04CX,autres produits de diagnostic
V04CX01,vert d'indocyanine
V04CX02,acide folique
V04CX03,méthacholine
V04CX04,mannitol
V04CX05,urée (13C)
V04CX06,hexaminolévulinate
V04CX07,édrophonium
V04CX08,monoxyde de carbone
V04CX09,bleu patenté
V04CX10,pafolacianine
V04CX11,chlorure de lithium
V06,nutriments généraux
V06A,préparations diététiques pour le traitement de l'obésité
V06AA,régimes hypocaloriques
V06B,suppléments protéiques
V06C,préparations pédiatriques
V06CA,nutriments sans phénylalanine
V06D,autres nutriments
V06DA,"glucides, protéines, éléments minéraux, vitamines en association"
V06DB,"lipides, glucides, protéines, éléments minéraux, vitamines en association"
V06DC,glucides
V06DC01,glucose
V06DC02,fructose
V06DD,"acides aminés, associations avec des polypeptides incluses"
V06DE,"acides aminés, glucides, éléments minéraux, vitamines en association "
V06DF,substituts du lait
V06DX,autres associations de nutriments
V07,tous les autres produits non thérapeutiques
V07A,tous les autres produits non thérapeutiques
V07AA,plâtres
V07AB,"solvants et diluants, solutions d'irrigation incluses"
V07AC,produits auxiliaires pour la transfusion sanguine
V07AD,produits auxiliaires pour les tests sanguins
V07AN,équipement pour incontinence
V07AR,"tests de sensibilité, disques et comprimés"
V07AS,matériels pour stomies
V07AT,cosmétiques
V07AV,désinfectants techniques
V07AX,agents de nettoyage etc.
V07AY,autres produits auxiliaires non thérapeutiques
V07AZ,produits chimiques et réactifs pour analyse
V08,produits de contraste
V08A,produits de contraste iodés
V08AA,"produits de contraste de haute osmolarité, hydrosolubles, à tropisme rénal"
V08AA01,acide diatrizoïque
V08AA02,acide métrizoïque
V08AA03,iodamide
V08AA04,acide iotalamique
V08AA05,acide ioxitalamique
V08AA06,acide ioglicique
V08AA07,acide acétrizoïque
V08AA08,acide iocarmique
V08AA09,méthiodal
V08AA10,diodone
V08AB,"produits de contraste de basse osmolarité, hydrosolubles, à tropisme rénal"
V08AB01,métrizamide
V08AB02,iohexol
V08AB03,acide ioxaglique
V08AB04,iopamidol
V08AB05,iopromide
V08AB06,iotrolan
V08AB07,ioversol
V08AB08,iopentol
V08AB09,iodixanol
V08AB10,ioméprol
V08AB11,iobitridol
V08AB12,ioxilane
V08AC,"produits de contraste hydrosolubles, à tropisme hépatique"
V08AC01,acide iodoxamique
V08AC02,acide iotroxique
V08AC03,acide ioglycamique
V08AC04,adipiodone
V08AC05,acide iobenzamique
V08AC06,acide iopanoïque
V08AC07,acide iocétamique
V08AC08,iopodate de sodium
V08AC09,acide tyropanoïque
V08AC10,iopodate de calcium
V08AD,produits de contraste non hydrosolubles
V08AD01,esters éthyliques d'acides gras iodés
V08AD02,iopydol
V08AD03,propyliodone
V08AD04,iofendylate
V08B,produits de contraste non iodés
V08BA,produits de contraste barytés
V08BA01,sulfate de baryum avec agents de mise en suspension
V08BA02,sulfate de baryum sans agents de mise en suspension
V08C,produits de contraste pour imagerie par résonance magnétique
V08CA,produits de contraste paramagnétiques
V08CA01,acide gadopentétique
V08CA02,acide gadotérique
V08CA03,gadodiamide
V08CA04,gadotéridol
V08CA05,mangafodipir
V08CA06,gadoversétamide
V08CA07,citrate d'ammonium ferrique
V08CA08,acide gadobénique
V08CA09,gadobutrol
V08CA10,acide gadoxétique
V08CA11,gadofosvéset
V08CA12,gadopiclénol
V08CB,produits de contraste superparamagnétiques
V08CB01,férumoxsil
V08CB02,ferristène
V08CB03,nanoparticules d'oxyde de fer
V08CX,autres produits de contraste pour imagerie par résonance magnétique
V08CX01,perflubron
V08D,produits de contraste pour échographie
V08DA,produits de contraste pour échographie
V08DA01,"perflutrène, microsphères d'albumine humaine"
V08DA02,microparticules de galactose
V08DA03,perflénapent
V08DA04,"perflutrène, microsphères de phospholipides"
V08DA05,"hexafluorure de soufre, microsphères de phospholipides"
V08DA06,"perflubutane, microsphères de phospholipides"
V09,produits radiopharmaceutiques à usage diagnostique
V09A,système nerveux central
V09AA,composés à base de technétium (99mTc)
V09AA01,examétazime-technétium (99mTc)
V09AA02,bicisate-technétium (99mTc)
V09AB,composés à base d'iode (123I)
V09AB01,iofétamine (123I)
V09AB02,iolopride (123I)
V09AB03,ioflupane (123I)
V09AX,autres produits radiopharmaceutiques à usage diagnostique pour le système nerveux central
V09AX01,pentétate d'indium (111I)
V09AX03,bêta 2-carbométhoxy-3 bêta-(4 iodophényl)-tropane (124I)
V09AX04,flutémétamol (18F)
V09AX05,florbétapir (18F)
V09AX06,florbétabène (18F)
V09AX07,flortaucipir (18F)
V09B,squelette
V09BA,composés à base de technétium (99mTc)
V09BA01,oxidronate-technétium (99mTc)
V09BA02,médronate-technétium (99mTc)
V09BA03,pyrophosphate-technétium (99mTc)
V09BA04,butédronate-technétium (99mTc)
V09C,système rénal
V09CA,composés à base de technétium (99mTc)
V09CA01,pentétate-technétium (99mTc)
V09CA02,succimère-technétium (99mTc)
V09CA03,mertiatide-technétium (99mTc)
V09CA04,glucoheptonate-technétium (99mTc)
V09CA05,gluconate-technétium (99mTc)
V09CA06,éthylènedicystéine-technétium (99mTc)
V09CX,autres produits radiopharmaceutiques à usage diagnostique pour le système rénal
V09CX01,iodohippurate (123I) de sodium
V09CX02,iodohippurate (131I) de sodium
V09CX03,iotalamate (125I) de sodium
V09CX04,édétate de chrome (51Cr)
V09D,système hépatique et système réticulo-endothélial
V09DA,composés à base de technétium (99mTc)
V09DA01,disofénine-technétium (99mTc)
V09DA02,étifénine-technétium (99mTc)
V09DA03,lidofénine-technétium (99mTc)
V09DA04,mébrofénine-technétium (99mTc)
V09DA05,galtifénine-technétium (99mTc)
V09DB,particules et colloïdes de technétium (99mTc)
V09DB01,nanocolloïdes-technétium (99mTc)
V09DB02,microcolloïdes-technétium (99mTc)
V09DB03,millimicrosphères-technétium (99mTc)
V09DB04,étain colloïdal-technétium (99mTc)
V09DB05,colloïdes soufrés-technétium (99mTc)
V09DB06,sulfure de rhénium colloïdal-technétium (99mTc)
V09DB07,phytate-technétium (99mTc)
V09DX,autres produits radiopharmaceutiques à usage diagnostique pour le système hépatique et le système réticulo-endothélial
V09DX01,acide tauroselcholique (75Se)
V09E,système respiratoire
V09EA,technétium (99mTc) pour inhalation
V09EA01,pentétate-technétium (99mTc)
V09EA02,Technegas-technétium (99mTc)
V09EA03,nanocolloïdes-technétium (99mTc)
V09EB,technétium (99mTc) particules pour injection
V09EB01,macrosalb-technétium (99mTc)
V09EB02,microsphères-technétium (99mTc)
V09EX,autres produits radiopharmaceutiques à usage diagnostique pour le système respiratoire
V09EX01,krypton (81mKr) (gaz)
V09EX02,xénon (127Xe) (gaz)
V09EX03,xénon (133Xe) (gaz)
V09F,thyroïde
V09FX,divers produits radiopharmaceutiques à usage diagnostique pour la thyroïde
V09FX01,pertechnétate-technétium (99mTc)
V09FX02,iodure (123I) de sodium
V09FX03,iodure (131I) de sodium
V09FX04,iodure (124I) de sodium
V09G,Système cardiovasculaire
V09GA,composés à base de technétium (99mTc)
V09GA01,sestamibi-technétium (99mTc)
V09GA02,tétrofosmine-technétium (99mTc)
V09GA03,téboroxime-technétium (99mTc)
V09GA04,albumine humaine-technétium (99mTc)
V09GA05,technétium (99mTc) furifosmin
V09GA06,cellules marquées au technétium (99 mTc) par un agent stanneux
V09GA07,apcitide-technétium (99mTc)
V09GB,composés à base d'iode (125I)
V09GB01,fibrinogène (125I)
V09GB02,albumine humaine iodée (125I)
V09GX,autres produits radiopharmaceutiques à usage diagnostique pour le système cardiovasculaire
